PRODUCTNAME,ISSTOPPED,RE06 # Transaction,RE01 # items_sold,Total Stock on hand
Rodilar (Dextromethorphan 15mg),0,8,140,260
Romano ST Classic 180g,0,8,8,3
Sakura tam bong xoan den (Hop/200 que),0,8,8,3
Salbumol 4mg (10Vi x 10Vien) - Nadyphar,0,8,300,0
Salonpas Pain Relief Patch (hop/ 3mieng),0,8,20,8
Scarlet Kem Tri Lien Seo Tube 20g,0,8,8,2
Selsun Dau goi Tri Gau 1.8% 50ml,0,8,8,0
Somaderm Spot Mieng Dan Tri Mun,1,8,9,
Sunsilk DX Ong Muot Rang Ngoi 320g,0,8,8,3
Taokaenoi Big Sheet Vi Cay 4g (1 Thung/120 Goi),1,8,13,0
Teppy Nuoc Nho & Nha Dam 327ml (Thung/24 Chai),0,8,9,9
Tiger Balm White 19.4g,0,8,8,2
Trident Gum Island Berry Lime,1,8,8,0
Vaseline SDT Perfect 10 Trong 1 350ml,0,8,8,2
Vaseline Serum Duong The SPF 30 180ml,0,8,6,3
Vedette Mat Na Lot Nhe Tra Trang,1,8,9,
Vedette Mat Na Sua Chua Kiwi,1,8,11,0
VIETTEL 10,1,8,11,2
Vinamilk Sua Dau Nanh Co Duong Gold Soy 1L(Thung/12Hop),1,8,10,
Wesser Sua Tam Goi Xanh La 2in1 200ml,0,8,6,4
Wrigley Extra Peppermint 56g,0,8,8,4
X Men DG For Boss 180g,0,8,8,0
X Men Lan KM Fire 50ml,0,8,8,1
ZA Kem Duong Da True White Ex Night Cream 40528 40g,0,8,8,0
7Up 1.5L (Thung/12 Chai),0,7,7,12
7Up Revive 500ml (Thung/24 Chai),0,7,8,13
Abone Muoi Tam Sua Formula 350gr,0,7,7,4
Acyclovir STADA 200mg,0,7,78,49
Ambroco syrup 60ml,0,7,7,1
Amoxicilin 250mg (10Vi x 10 Vien),1,7,50,150
Artrodar Diacerein 50 mg,0,7,110,40
Atasart 8mg (2Vi x7Vien),0,7,37,19
Avamys Spray Sus.27.5mcg 60's,0,7,7,0
Bactroban Oin 5g,0,7,8,1
Banana Boat sua Chong Nang The Thao SPF110 170ml,0,7,7,6
C2 Tra Olong Huong Chanh 500ml (Thung/24 Chai),1,7,8,0
Ca-C 1000 Eff (Orange) tab,0,7,2,0
Cetaphil Daily Facial Moisturizer SPF 15+ 118ml,0,7,7,4
Clear Men DG Mat Lanh BH 370g,0,7,7,3
CLEAR MEN DG Sach sau 650G,0,7,7,2
Close Up KDR H. Loc De Valentine 230g/36,1,7,7,0
Colagte BCDR Slimsoft Long Chai Nho Cao,1,7,9,0
CONS Arau Baby Sua Tam Em Be 450ml,0,7,7,1
CONS Canpol Babies Hut Mui Silicon,0,7,7,0
CONS Coko Mat na Nanocell Freezing Time Ngan Ngua Lao Hoa 23,0,7,7,18
CONS H-Care BVS Ban Ngay - 24cm Cool Tech 240,0,7,8,5
CONS H-Care BVS Hang Ngay - 15cm Cool Tech 150,0,7,7,3
CONS Puresmile Mat Na Duong Moi Mat Ong  3ml,0,7,7,15
CONS Puresmile Mieng Duong Da Tung Vung Chiet Xuat Dau 17ml(,0,7,8,17
Cream-O Banh Quy Strawberry Yoghurt 85g*24cay/thung,0,7,9,
Curam Tab 625mg (2vi x 5 vien nen),1,7,3,
Dabo Tay Te Bao chet 180ml,0,7,5,2
Daiticol,0,7,7,2
Decolgen Syrup 60ml,0,7,7,0
Dial NRT Pump Gold 221ml*12chai/thung,1,7,8,
DiCanxi Tablets,0,7,142,8
Dorocardyl - DMC,0,7,100,0
DOVE KX Phuc hoi hu ton 335g,0,7,7,2
Dutch Lady Sua Tiet Trung 20 DCTY Co Duong 1L  (Thung/12 Hop,1,7,7,0
Emla Cre 5g 5's,1,7,10,0
Emos Khan Giay Bo Tu 10goi/Loc,1,7,20,0
Enchantuer Sap KM Magic Xanh 40g,1,7,7,0
Erossan Anti- Acne 10g,0,7,9,0
Eucerin Dermo Purifyer Cleanser-63580 200ml,0,7,7,2
Eucerin pH Washlotion Cho Da Nhay Cam 63701 200ml,0,7,7,4
Eureka Kem Duong Da Got Chan 30g,0,7,7,9
Gac ron Dong Pha,1,7,24,2
Gatsby Gel Vuot Toc Gloss Hard 170g,0,7,7,2
Gillette Bot Cao Rau Huong Chanh 175g,0,7,7,5
Gillette Dao cao Super Click ER-80X144(04.13),0,7,7,0
Gillette Luoi cao Mach3 TCLHoi Pack 2 (11.12),0,7,7,0
Glomoti - M (H/12Goi),1,7,24,0
Green Cross Xit RT Huong dua tao 70ML,0,7,7,2
H&S DG Clinical Strength 400ml *6chai/thung,0,7,7,2
Haribo Keo Deo Gold Bears 80g,1,7,8,
Hazeline Kem Duong Trang Ngoc Trai 45g/12,1,7,7,1
Hoa Thien siro,0,7,9,0
Hoat Huyet Minh Nao Khang,1,7,10,0
In Love Bao Cao Su Classic 3c,1,7,8,
Johnson Baby ST PH 5.5 2in1 750ml,0,7,7,3
Koh-Kae Dau Phong Vi Tom 17g (Thung/144 Goi),0,7,8,5
Konimag Susp 7ml (Goi),0,7,118,5
Kotex Luxe Tampons (Regular/loai vua),0,7,7,2
Lacteol Sachet 340mg (H10goi),0,7,31,19
Levoquin 500,0,7,45,11
Libresse BVS Maxi Wings 8S 48Goi/Loc,0,7,8,7
Lifebuoy ST Mat Lanh Sang Khoai 850g,0,7,7,3
Lipice Sheer Color Son Duong Moi Tao Ngot Lim Honey 2g,0,7,7,5
Loreal Nuoc Hoa Hong Mat Da Hyrda 200ml,1,7,7,0
Loreal White Perfect Toner ML ENG V3 200ml,0,7,7,6
Lovillea Nuoc Hoa WF Hoa Nhai 100ml,0,7,7,3
MBL Chi Ke May 2 Dau Fashion Nau 11g/0.5g,0,7,5,17
MBL Son Mau Rebel 04 - Hong Da 3.9g,0,7,7,0
Montiget 4mg (2Vi x 7Vien),0,7,28,0
Mucilin Orange Flavour Sachets (Hop/40Goi),1,7,120,0
Mysobenal (3vi x 10vien),0,7,30,90
Neopeptine siro 60ml,1,7,8,0
Nghia Kem M555,0,7,7,4
Nghia Keo KM 601,0,7,7,5
Nivea DG Bun Khoang Mat Lanh 180ml,0,7,7,2
Nivea Kem Duong Am Da 30ml,0,7,7,23
Nivea Serum Chong Nang Va Duong Trang Sang Da Tuc Thi 30ml 8,0,7,7,6
Nivea SRM Nam Sang Da Mat Lanh 50g,0,7,5,3
Nivea XKM Cham Soc& Bao Ve 150ml 85902,0,7,7,5
Nizoral Cool Cream 5G B/1,0,7,5,3
Obimin Tab H30v (3vi x 10vien),0,7,180,30
Oreo Banh quy kem Vani 137g,0,7,7,0
Oxy Bot Rua Mat Da Tac Dong Multi Action 130ml,0,7,7,4
Oxy SRM Perfect Wash 50g,0,7,7,3
P/S KDR Chuyen Gia Giam E Buot Thom Mat 100g,0,7,7,12
Pantence DG Tri Gau 335g,0,7,7,5
PEI TIEN Banh DD 12 Loai Ngu Coc  Vi Trung 180g,1,7,7,
Pepsi 1.5L (Thung/12 Chai),0,7,8,12
Perfect Purity SRM Tri Mun KD 12 236ml,0,7,7,3
Perfect Purity Sua Tam Tri Mun KD 11 354ml,0,7,8,3
Pharmacity BCS Easy Fit (H/10cai),0,7,9,15
Piroxicam 20mg (Hop/100 vien),0,7,100,0
Pond's Kem Trang KTV Dem 50g/12,1,7,7,
Pond's SRM Nam Lam Sach Sau 100g,0,7,7,2
Puff Corn Snack Chocola 45g,0,7,7,5
Purite By Provence SDT Olive Body 250ml,1,7,8,
Purite By Provence ST Hoa Anh Dao 250ml,1,7,7,
Purite By Provence ST Hoa Hong 500ml,1,7,7,
Rejoice DX Sieu muot 170ml,0,7,7,4
Renu DD Rua Kinh Ap Trong 120ml,0,7,7,1
Renu nho mat 8ml,0,7,7,0
Romano DG Vip 180ml,0,7,7,3
Sakura tam bong baby xoan (Hop/180 que),0,7,7,1
Skittles Keo Ma Thuat Mui Nhiet Doi 61.5g,1,7,8,0
Sunsilk DG Vang Mem Muot Dieu Ky 6g*12/60 Day,0,7,82,14
Twish Keo Trai Cay Bac Ha Mem 126g,1,7,6,
Vaseline Duong Am Rosy Lips 7g,0,7,7,2
Vedette Mat Na Dat Set - Nha Dam,1,7,8,0
Vien Duong Da Hoa Thien (H/60Vien),0,7,12,3
X Men Gel Cung Toc 150g,1,7,7,0
X Men ST Fire 380g,0,7,7,3
Xuan An Viet Dai Sua Bap Canxi 600g (Thung/24 bich),0,7,7,2
Yaz Tabs,0,7,7,2
ZA Son Moi Dang Thoi Vibrant Moist RD406 40704 3.5g,0,7,7,0
ZA SRM Tao Bot True White Ex 40523 100g,0,7,7,0
Abbott Ensure Gold 400g,0,6,6,2
Accu-Chek Softclix Lancets 25 Que,1,6,4,
Aceclofenac Stada 100mg,0,6,52,0
Agi Binh Sua Premium Cao Cap 60ml,0,6,6,2
Aisen Da Bot Tu Nhien BE235,0,6,6,6
Alegysal Eye Drop 5ml,0,6,6,0
Amlodipin 5mg ( 3Vi x 10Vien) - DMC,0,6,116,64
Amlor Tab 5mg (Vien nen),0,6,98,173
Aquafresh KDR Triple Protection 100ml,0,6,7,7
Arcoxia Tab 120mg,0,6,22,53
ASCORBIN 1000 (Vien sui),1,6,16,0
Atussin Syrup Sac (H/30Goi),0,6,30,0
Axe XKM Toan Than Dark Temptation 150ml,0,6,6,3
Baby Care Khan Uot Khong Mui (Goi/80 mieng),1,6,6,0
BACH TUYET Tam Bong Meriday (Hop chu nhat/200 que dau xoan),0,6,6,0
"Bang keo giay 3M Micropore 1,25",1,6,6,
Bao Thach Bang Thun Trang 2 Moc (Giong QM),0,6,6,6
Berberin 100mg MKP (Hop/100 vien),0,6,600,0
Berlthyrox 100,0,6,400,0
Betaderm Neomycin,0,6,7,1
Biore Gel RM Tu Lam Nong Cho Da Tac Nghen Lo Chan Long 50g,0,6,8,4
Biore MUR Khan giay tay trang 10M,0,6,8,5
Biore SRM 2in1 50g,0,6,8,8
Bye Bye Fever - Hisamitsu - đã đổi sang mã mới,1,6,8,0
C&C SRM Chanh Giup Trang Sang Da 100ml,0,6,4,6
Cefixim 200mg (H/10Vien) - DMC,1,6,30,0
Cefixime 200mg - T.V pharm,1,6,20,
CLEAR DG Huong Hoa Anh Dao Thom Mat 370g,1,6,6,0
Colgate BCDR Mem Manh Sach Diu Em 6Cay/Day,1,6,7,0
Colgate KDR Sensitive White 120g,0,6,11,8
Colgate NSM Charcoal 250ml,0,6,6,3
Con 70 do OPC (60ml/Chai),0,6,8,13
CONS Alltimes Care Platinum Weightloss 3300mg (Hop/50 vien),0,6,7,1
CONS Bidanmi Mat Na Duong Da Greentea Essential 25g,0,6,6,33
CONS Cushion Gel Dem Got Chan (Hop/2M),0,6,6,2
CONS Optein - Glomed (Hop/chai/60 vien),1,6,6,0
CONS Pororo Bang Keo Acrinol 2.2 x 2.2cm (Hop/20M),0,6,6,14
CONS Suansu SRM lo hoi & mat ong 120ml,0,6,6,4
CONS Tien Ong Dau Tram 10ml,0,6,7,3
CONS Toshiba Pin Alkaline 2A LR6GCNN BP-2(VN) 2 vien/vi,0,6,4,8
CONS Toshiba Pin Tieu Cam  2A R6KG BP-2L WT(VN) 2 vien/vi,0,6,7,3
Cotrim forte - Stada,0,6,144,46
Curam tab 1000mg (2vix7vien),1,6,60,0
Dabo SRM Tinh Chat Collagen 3in1 180ml,0,6,6,2
Daktarin Oral Gel 10G B/1,0,6,7,0
Dau Cu La Vang Con O 20g,0,6,10,2
Dau Gio Axe Brand 56ml,0,6,7,2
DEP,0,6,7,2
Dermal Mat Na TC Collagen -Ngoc Trai,1,6,6,0
Dermal Mat Na TC Collagen -Rong Bien,1,6,8,0
Dexamethasone 0.5mg MKP(C/200vien nen),0,6,0,1
Double Rich ST Eva's Secret 550g,1,6,6,0
DOVE DG Ngan rung toc 650G,1,6,6,0
Dove XBC Hong 100g,0,6,10,7
DOVE Xit khu mui Original 100g,0,6,6,5
Duspatalin retard Cap 200mg,0,6,30,0
Dutch Lady Sua Tiet Trung 20 DCTY Khong Duong 1L  (Thung/12,1,6,6,0
Eagle Brand Yellow Balm,0,6,8,2
Eighteen,0,6,13,5
Ellips Vitamin Duong Toc Hair Vitality 6v*2vi/hop,0,6,4,5
Ellips Vitamin Duong Toc Smooth & Shiny 6v*2vi/hop,0,6,6,4
EULEXCIN 250 (Goi),0,6,20,20
Extra Deep Heat,0,6,6,2
Fatig Sol Amp 10ml,0,6,110,30
Fruiser NRT Sua De 500ml,0,6,6,4
Garnier SRM Nam Ngua Mun Toan Dien 100ml,0,6,6,0
Gastropulgite Sac 2.5g (H/30g),0,6,50,30
H&S DG Dry Scalp Care 2in1 400ml*6chai/thung,0,6,6,4
Happy Event Chong Ran Da 100ml,0,6,7,1
HiChew Morinaga Keo Mem Vai,1,6,6,
HiChew Morinaga Keo Mem Xoai,1,6,6,
Humer 150 - Children xit,0,6,6,3
Ich Nhi Siro An ngon 125ml,1,6,6,0
Ketosteril (H/100vien),0,6,91,9
Kim Mien Khang (H/30v),0,6,6,30
KM Binh Nuoc Matsu 700ml,0,6,7,7
KM Ly nap xoay vang Bocalex,0,6,12,
KM Moc khoa PMC,0,6,100,50
Lactacyd BB 60ml,0,6,6,8
Lactacyd Milky 150ml,0,6,6,4
Laurier Fresh&Free Sieu Mong Canh 8M/Goi,1,6,8,0
Lifebouy Dau Goi Toc Mem Muot  170g,0,6,6,3
Loreal KCN Instant White 30ml,1,6,6,0
Loreal Kem DEX WP Day Melamin Vanish SPF17 50ml,0,6,6,1
Loreal Thuoc Nhuom Excellen Cecreme #3 Nau Tu Nhien 172 ml,0,6,6,3
Losec Mups Tab 20mg,0,6,27,29
LUX ST Mem min Soft Touch 200g,1,6,6,4
MBL Son Lau Phai CS Matte-Đo Ruc 3.9g,0,6,6,0
Microclism 3g Tre Em,1,6,21,3
Natufib (H/20Goi),0,6,140,0
Nebivolol Stada 5mg (3 Vi x 10 Vien),0,6,60,0
Nivea LKM Nam V.Troi 50ml 82266,0,6,6,6
Nivea LKM Nu Trang Da Happy Shave 50ml,1,6,6,2
Nivea Sap KM Trang Min Mo Vet Tham 40ml 82896,0,6,6,5
Nivea SRM Khoang Chat Trang Da 50g,0,6,6,3
Nivea SRM Nam Sang Da Mat Lanh 100g,0,6,6,2
Normagut 250mg(3x10),0,6,47,43
Ocuvite Lutein,0,6,300,120
Ofloxacin Vidipha 200mg,0,6,52,148
Oishi Snack Chay Vi Da Heo 45g/25,0,6,8,9
Okamoto Bao Cao Su 0.03 Platinum (Hop/3 Cai),0,6,6,10
Okamoto Bao Cao Su Crown (Hop/3 Cai),0,6,9,8
Okamura Chi Nha Khoa 45m/Cai,1,6,8,0
Old Spice Sap Khu Mui Co The Original 63g,0,6,6,1
Oral-B BCDR Cross Action Massage 35 SoftX96(10.13),1,6,7,0
Ospamox 250mg (10Vi x 10Vien),1,6,80,20
Oxy Acne Clear Gel Diet Khuan Mo Vet Tham 12g,0,6,6,5
P/S BCDR Bao Ve 123 Men Mai,0,6,6,0
Palmers Son Duong Moi Bac Ha SPF 15 4g,0,6,6,4
Pariet Tab 20mg,0,6,38,18
Perfect Purity Dau Goi Tre Em KD-02 444ml,0,6,7,0
Perfecti Alpenliebe Original (Goi/40 Vien),0,6,6,0
PH Care DDVS Phu Nu Hoa Hong Quyen Ru (Passionate Bloom) 150,0,6,6,3
Pigeon NC Hut mui voi,0,6,6,0
Prospan vien ngam ho (2Vi x 10Vien),0,6,80,80
"QM Elastic Bandage 4"" (3 moc)",1,6,10,0
Rejoice DG Sieu Muot 650g,0,6,6,8
Ritz Crackers Krekers 100g,0,6,6,0
Romano Bot Tao Kieu Toc Classic Xanh La 175g,0,6,6,0
Romano DG Force Xanh Duong 380g,0,6,6,3
Romano LKM Vip 50ml,0,6,6,2
S Prenatal (3Vi x 10Vien),0,6,140,40
Sac Ngoc Khang++,0,6,6,0
Solmux Broncho Sus 60ml,0,6,7,0
Son Huong - Dongphaco Bang Ron,1,6,10,0
ST.Ives ST Muoi Bien 400ml,0,6,6,3
Suave Sap KM Powder 39gr,0,6,7,6
Sunsilk DG Mem Muot Dieu Ky 650g,0,6,6,4
Systane Drop 15ml,0,6,6,0
Thuoc hen PH siro,1,6,6,3
Tictac Keo Ngam Orange,1,6,7,0
Trident Gum Wild Blueberry Twist 18pcs,1,6,6,0
Tydol codeine Forte (10Vi x 10Vien),0,6,43,57
UBL Kem Cat Mong Tay Baby (Hong/Xanh) AG0080,1,6,6,0
Urgo Protective Plasters - Tre em (14 mieng),0,6,84,140
Urgosterile 10x7cm,1,6,1,0
Vaseline Duong Am Cocoa Butter 7g,0,6,6,6
Vedette Mat Na Dat Set - Olive,1,6,8,0
Vedette Mat Na Dat Set Do,1,6,8,0
Vedette Mat Na Dat Set Trang,1,6,8,0
Vedette Mat Na Trai Cay Bo,1,6,7,
Vedette Mat Na Trai Cay Kiwi,1,6,6,0
Vfresh Nuoc Cam Sua 250ml (Thung/24 Hop),1,6,7,
Viagra Tab 100mg (Hop/ 4 Vien),0,6,12,0
Vichy Thermal Spa Water 150ml,0,6,6,1
Vien Duong Da Hoa Thien (H30V),0,6,6,0
Viettel tra truoc 10 - Topup,0,6,6,-6
Vimaxx 15ml,1,6,6,0
Vipteen (2Vi x 10Vien) Vinh Gia,0,6,180,40
Vitamin AD - OPC (4vi x10vien),0,6,80,0
VTCOnline 500 - Payoo,0,6,8,
Waxed Dental Chi Nha Khoa Flawor,1,6,6,
Wortie Tri Mun Coc,1,6,6,0
X Men DG For Boss 650g,0,6,6,1
X Men DG Wood Sport Thom Lau 180g,0,6,6,4
ZA Son Moi Dang Thoi Vibrant Moist OR402 40700 3.5g,0,6,6,0
Zantac Tab 150mg,0,6,60,0
A.B Pre & Pro (H/10Goi),0,5,20,0
Acnes C10,0,5,5,2
Aisen Bong Tam Hoa Tuyet BR333,1,5,5,0
Alcohol Pads 30x60mm,0,5,500,200
Aluminium Phosphat gel (H/20Goi),0,5,60,0
Avio 5,0,5,5,0
AXE xit ngan mui toan than VICE 150ML,0,5,6,3
Azicine 250mg (Goi) - Stada,0,5,12,0
Benew Kem Chong Nang Perfection 50ml,0,5,5,4
Benew Tay Te bao chet Tra xanh 120ml,0,5,5,4
Bioderma Photoderm Laser SPF50+ Kem Chong Nang 30ml,1,5,3,3
Bioderma Sebium H2O Dung Dich Rua Mat Dang Hat Min-250ml,1,5,5,0
Bioderma Sensibio H2O Dung Dich Tay Trang Dang Hat Min-100ml,1,5,5,0
Bioderma Sensibio H2O Dung Dich Tay Trang Dang Hat Min-250ml,1,5,5,0
Biolactyl (Hop 14goi),0,5,26,16
Biore SRM Khang Khuan 100ml,0,5,7,3
Biore ST 3 Mat Lanh Khang Khuan 220gr,0,5,3,3
Biore UV Color Control CC Cream Milk SPF50+/PA++++,1,5,5,0
Boganic bao duong (2Vi x 20Vien),0,5,200,80
Calcigenol - Vidipha,0,5,9,2
Captopril 25mg - Stada,0,5,90,10
Ceelin Gummies ( Hop/ 24 Goi),0,5,6,66
Cefaclor 125mg (goi) - DMC,0,5,20,0
Cefpodoxim 50mg (12gói/H) - Euvipharm,1,5,23,1
Cialis 20mg Tab,0,5,16,4
Co-Aprovel 150mg/12.5mg,0,5,4,0
Colgate BCRR Bo 360 Charcoal Gold,0,5,5,0
Con Thuoc Con Rong 50ml,1,5,11,3
CONS Bidanmi Mat Na Duong Da Collagen Essential 25g,0,5,5,31
CONS Davita Bone Sugar Free DHG (Hop/1 tuyp/10 vien),0,5,50,0
CONS Ebisu BCDR Rigg M,0,5,4,10
CONS Ebisu Dc Cao Luoi B-D7 Tongue Cleaner,0,5,5,4
CONS Honeyland Mat Ong Hoa Rung 250g,0,5,5,2
CONS Mitoyo mieng dan lanh DHG (Hop/8 goi/16 mieng) - đã đổi,1,5,8,
CONS Pororo Bang Keo Lam Diu Vet Con Trung Can 2.5 x 2.5cm (,0,5,5,15
CONS Puresmile Mieng Duong Da Tung Vung Chiet Xuat Dua Leo 1,0,5,6,17
CONS Rebirth Son Duong Moi Chong Nang Nhau Thai Cuu RB14,0,5,4,2
CONS Suansu SRM lo hoi & mat ong 60ml,1,5,5,0
CONS Vitraplus Meno Balance (Hop/90 vien),0,5,5,3
Coversyl plus Arginine 5mg/1.25mg,0,5,60,0
Coxileb 100 Glomed (Hop/3 vi/30 vien),0,5,60,60
Dabo Sua Tam Cao Cap Sang Da Moringa 750ml,0,5,5,2
Dau Gac Tue Linh,0,5,600,200
Dial XBC Odor Armor For Men 113g*3pcs(18 loc/thung),0,5,5,0
Dogmatil 50mg (Hop/ 30 Vien),1,5,90,0
Double Rich ST Blooming Love 200g,0,5,5,2
Double Rich ST Blooming Love 550g,1,5,5,0
Double Rich ST Eva's Secret 200g,0,5,5,2
Enchanteur XKM Charming 150ml,1,5,5,
Energizer Pin AA Max E91 BP4,1,5,5,0
Eugica siro 60ml,0,5,5,0
Eumoxin 250mg (Euvipharm),1,5,30,0
Eveready Pin SHD AAA 1212 BP4+2,1,5,5,0
Evian Facial Spray 50ml,0,5,5,2
Famotidin 40mg,0,5,57,43
Flexidron 90 Glomed (3Vi x 10Vien),0,5,90,0
Fluomizin 10mg,0,5,5,1
Fobancort cream 5g,0,5,5,0
Fumafer B9 Corbiere Daily (8 Vi x 15 Vien),0,5,195,165
Garnier SRM Loi Kep Sang Da Giam Tham 100ml,0,5,5,1
Gatsby Wax Tao Kieu Toc Hair &Free 75G,0,5,5,3
Giao Co Lam (60 vien) - Tue Linh,1,5,5,0
Gillette ST Body Odor Shield 473ml*6chai/thung,0,5,5,2
Gliclazide Stada 80mg (6vi x 10vien),1,5,120,0
Glucofast 500mg,0,5,135,165
Glucofine 1000mg - DMC,0,5,58,2
H&S DG Classic Clean 2in1 400ml*6chai/thung,0,5,5,3
H&S DG Tri gau Smooth & Silky 400ml,1,5,5,
Helen Harper BVS Tampon Mini 16M,0,5,5,4
HoFaco Hop Dung Thuoc Tuan,1,5,5,0
Humer 150 - Children xit - đã đổi sang mã mới,1,5,5,0
"Hyzaar Tab 50/12,5mg",0,5,60,30
Ivory ST Clean & Simple Original 621 ml*6 chai/thung,0,5,5,3
Kaplus D forte,1,5,30,
Klacid 60ml Sus 125mg,0,5,5,2
KM Ly Su Tay Cam,0,5,5,2
Koyuki Keo Mem Vi Kem Bac ha 32g,1,5,7,
Koyuki Keo Mem Vi Kem M-nergy 32g,1,5,9,
Laurier BVS Hang Ngay Khong Huong 20M/Goi,1,5,5,0
Levitra ODT 10mg (H/2Vien),0,5,6,0
Libress BVS Green Tea Night Extra Long Wings 12S 24Goi/Loc,0,5,6,2
Lifebouy DG Toc Mem Muot 640g,1,5,5,
LifeStyle BCS Love Time 3s,0,5,6,4
LifeStyle BCS Sensation 3s,0,5,6,5
Lipice Son Duong Moi Strawberry (Dau) 4.3 g,0,5,6,5
Loreal KCN Aqua Essence 30ml,1,5,5,5
Loreal Kem U  Keratin Smooth 220ml,0,5,5,3
Loreal Son Color Riche Pham BangBang 4.2g,1,5,5,2
Loreal SRM Thanh Khiet Hydrafresh 100ml,0,5,5,0
Loreal Thuoc Nhuom Excellen Cecreme #6.35 Nau Socola 172 ml,0,5,5,2
Lotte Koala's March Banh Gau Nhan Socola 37g,1,5,5,0
LUX ST Mem min Soft Touch 530g,0,5,5,4
Lyrica 75mg,0,5,42,0
MBL BABY LIPS LOVE COL BLS - BERRY,0,5,5,14
MBL BABY LIPS LOVE COL BLS - CHERRY,0,5,5,15
MBL Son Color Show Sum 212 Do An Tuong 3.9g,0,5,5,0
MBL Son Color Show Sum 411 Hong Quyen Ru 3.9g,0,5,5,1
MBL Son Mau Color Show 102 Hong Sua 3.9g,0,5,5,1
Medsidin 125mg,0,5,2,0
Megumi DX Ngan Rung Toc 130g,0,5,5,2
Megyna,0,5,42,0
Melatonin 5mg (60vien) - Natures Bounty,0,5,5,0
Mydocalm 50mg,0,5,75,45
NAC - Stada 200 (50goi/H),0,5,24,26
Nebilet (H/14vien),0,5,53,
Nexium Sac 10mg,0,5,20,36
Niva Tam Bong AH1 (Hop/ 100 Que),0,5,5,3
Niva Tam Bong TE BH1 (Hop/ 150 Que),0,5,5,3
Nivea LKM Nam Sieu Phan Tu Bac 25ml,0,5,5,0
Nivea Serum Chong Nang Duong Trang Va Kiem Soat Nhon 30ML,0,5,5,4
Nivea SRM Nam Khoang Chat Bun 50G,0,5,5,2
Nivea SRM Nu Tay Trang Ngua Mun 100g,0,5,5,4
Nivea SRM Nu Trang Da Cho Da Thuong 50ml,0,5,5,3
Nivea SRM Nu Trang Da Se Khit Da Nhon 50g,0,5,5,3
Nivea XKM Nu Black&White 150ml,0,5,6,4
Olanstad 10 (H/30v),0,5,60,0
OpeCipro 500 (2Vi x 7Vien),0,5,26,2
P/S KDR Chuyen Gia 150g,0,5,6,6
Pantene DG MM Ong A 335g,1,5,5,0
Pantene DG muot ma ong a 170g,0,5,5,3
Pantene DG Tri Gau 170g,0,5,5,2
PH Care DDVS Phu Nu  Huong Chanh Tuoi Mat (shower Splash) 60,0,5,5,5
Pharmacity BCS Easy Fit (H/3cai),0,5,7,50
Physiomer Gentle Jet 135ml - đã đổi sang mã mới,1,5,5,0
Pigeon Nhiet Ke Dien Tu,0,5,5,0
Pigeon Tam - Goi 100ml ( 2 in 1) - Nap Mau,0,5,5,0
PMS - Claminat 500mg (Hop12goi),0,5,27,21
Polydeson 5ml,0,5,5,0
Pulmoll Keo Ngam  Orange Junior 50g/ Hop,1,5,5,0
Pulmoll Keo Ngam Extra Stark 50g/Hop,1,5,5,0
Pulmoll Keo Ngam Himbeer Junior 50g/ Hop,1,5,5,0
Pulppy Supreme Khan An (1 Thung/40 Goi),1,5,6,
Ray - C 10ml,0,5,5,2
REXONA Nu Xit khu mui SHOWER CLEAN 150ML,1,5,5,
Richeese Nabati Banh Kem Xop Phomai 150g 24hop/Thung,0,5,6,
Richeese Nabati Banh Kem Xop Phomai 17g 6hop/Thung- đã đổi s,1,5,5,
Romano DG Attitude 380G,0,5,5,2
Romano DG Attitude Do 180g,0,5,5,2
Romano Gel Giu Nep Lau Classic Xanh La 150g,0,5,5,4
Romano ST Attitude Mau Do 180g,0,5,5,3
Romano ST Force Xanh Duong 180g,0,5,5,4
Saforelle Bebe 125ml (Tri Ham Ta),0,5,5,6
ST.Ives SRM Ngan Ngua Mun Chiet Xuat Trai Mo 170g,0,5,5,2
Sunsilk DG Mem Muot Dieu Ky 320g,0,5,5,3
Tiger Balm Red 30g,0,5,5,2
Tiger Bia 330ml (Thung/24 lon),1,5,24,0
Tydol codeine (10Vi x 10Vien),0,5,24,0
Tylenol Children'S Susp. 60Ml B/1 (Siro),0,5,5,2
Urgo Sanyrene,0,5,5,2
Vaseline Kem Duong Am 49g Huong Baby Soft,0,5,5,
Vaseline SDT Perfect 10 trong 1 200ml,0,5,5,4
Vedette Mat Na Giay Duong Da Ca Chua,1,5,5,0
Vedette Mat Na Sua Chua Dau,1,5,9,0
Vedette Mat Na Sua Chua Nho,1,5,6,0
Viettel 30 - Payoo,0,5,5,2
X Men DG Wood Sport Thom Lau 650g,0,5,5,0
X Men XBC Fire 90g,0,5,7,2
Yomost Sua Chua Vi Cam Tuyet 270nl (Thung/24 Chai),0,5,5,6
ZA Son Moi Dang Thoi Vibrant Moist RS405 40703 3.5g,0,5,5,0
ZA Sua Chong Nang True White Ex Power Clock UV 40596 50ml,0,5,3,0
Zinnat Tab 125mg (vien),0,5,32,18
Zokokid 1 Siro tre 1-3 tuoi (Hop/20 goi 5ml),0,5,58,62
 Eulimen - Glomed (Hop/chai/20 vien),1,4,4,1
3M Cay lan bui,1,4,5,0
Abbott Similac Mom Vani 400g,1,4,4,0
Acnes SRM Oil Control Cleanser 50g,0,4,4,3
Agi Khan Uot Huong Nhe 100M,0,4,4,3
